date,tvl_usd
2021-06-09,99078891.68637
2021-06-10,100033979.32208
2021-06-11,99002436.79402
2021-06-12,99078300.71036
2021-06-13,98868201.76562
2021-06-14,99072608.36245
2021-06-15,99436443.38965
2021-06-16,99168551.97529
2021-06-17,99243426.5802
2021-06-18,99492677.0604
2021-06-19,99746597.60588
2021-06-20,99786405.80976
2021-06-21,99155897.21328
2021-06-22,108472189.24202
2021-06-23,97804939.56857
2021-06-24,90332942.74277
2021-06-25,91606186.65464
2021-06-26,92391862.56973
2021-06-27,95171350.66615
2021-06-28,96761211.17842
2021-06-29,109749721.54985
2021-06-30,126131307.40568
2021-07-01,127173840.69597
2021-07-02,135540867.4025
2021-07-03,140709952.09292
2021-07-04,152953086.15519
2021-07-05,153609088.28384
2021-07-06,153370147.4178
2021-07-07,158016125.23279
2021-07-08,158075753.6923
2021-07-09,163579787.58946
2021-07-10,168892824.50577
2021-07-11,169132320.36377
2021-07-12,168560966.4987
2021-07-13,169135293.8254
2021-07-14,169142028.9729
2021-07-15,168710189.12205
2021-07-16,171459978.20776
2021-07-17,170234786.11382
2021-07-18,173891045.97114
2021-07-19,174463802.03453
2021-07-20,173725053.96949
2021-07-21,178070903.56648
2021-07-22,179378730.45831
2021-07-23,178998917.31903
2021-07-24,178541576.73569
2021-07-25,179225504.67486
2021-07-26,179784284.21919
2021-07-27,178409407.25431
2021-07-28,179814130.41421
2021-07-29,180067416.08043
2021-07-30,179148395.09727
2021-07-31,180588710.21519
2021-08-01,179367091.51243
2021-08-02,179260229.67711
2021-08-03,179213490.22667
2021-08-04,179220277.84166
2021-08-05,179425315.64429
2021-08-06,166064575.30039
2021-08-07,166381766.49027
2021-08-08,166836390.75828
2021-08-09,166700943.92401
2021-08-10,166770618.1748
2021-08-11,166774296.09667
2021-08-12,166957185.91648
2021-08-13,167401624.14823
2021-08-14,167407173.85359
2021-08-15,163703366.95494
2021-08-16,171343613.8213
2021-08-17,176535402.61542
2021-08-18,175291959.49101
2021-08-19,175616647.48187
2021-08-20,176404138.50923
2021-08-21,176852203.09044
2021-08-22,187561844.8618
2021-08-23,185966155.04186
2021-08-24,191205288.35149
2021-08-25,191220333.41812
2021-08-26,191375834.32692
2021-08-27,191838990.6934
2021-08-28,192109348.6023
2021-08-29,192458830.42472
2021-08-30,192140867.12556
2021-08-31,191086438.75111
2021-09-01,191318266.53681
2021-09-02,192655001.1082
2021-09-03,192265512.36126
2021-09-04,192759302.44711
2021-09-05,192632698.55753
2021-09-06,192305005.50181
2021-09-07,192864288.86713
2021-09-08,193116464.44929
2021-09-09,193126357.58654
2021-09-10,193090790.98715
2021-09-11,192972905.00706
2021-09-12,193087231.12984
2021-09-13,193177176.99496
2021-09-14,196704516.63922
2021-09-15,197299471.1991
2021-09-16,201939253.1936
2021-09-17,206169673.7702
2021-09-18,207886083.56365
2021-09-19,206972401.35061
2021-09-20,206964449.54963
2021-09-21,206049844.77514
2021-09-22,209054424.16405
2021-09-23,206979108.20442
2021-09-24,206969253.40958
2021-09-25,206978392.7827
2021-09-26,206651496.96178
2021-09-27,206659140.96263
2021-09-28,205967755.97107
2021-09-29,217130600.52238
2021-09-30,214985932.15026
2021-10-01,215014631.68786
2021-10-02,214338970.68031
2021-10-03,216322940.12462
2021-10-04,216327354.1231
2021-10-05,216309328.42008
2021-10-06,216311725.06751
2021-10-07,225336757.71944
2021-10-08,233989455.18143
2021-10-09,242301685.88367
2021-10-10,242189758.89564
2021-10-11,241862192.65085
2021-10-12,241250969.79675
2021-10-13,251451172.46618
2021-10-14,251352686.92532
2021-10-15,251203508.07717
2021-10-16,251180158.46854
2021-10-17,267596084.58435
2021-10-18,267463973.45624
2021-10-19,267331019.15839
2021-10-20,275628722.57248
2021-10-21,278253102.19938
2021-10-22,278682782.88103
2021-10-23,278828333.32734
2021-10-24,290391402.75436
2021-10-25,290385201.39176
2021-10-26,304954011.13001
2021-10-27,317344553.43796
2021-10-28,332981013.1286
2021-10-29,345593209.80517
2021-10-30,378029195.68887
2021-10-31,390458518.44474
2021-11-01,390012338.18248
2021-11-02,404011478.83574
2021-11-03,403986646.00563
2021-11-04,424719631.41015
2021-11-05,433025834.82734
2021-11-06,433023170.76921
2021-11-07,454331227.98983
2021-11-08,459291348.72635
2021-11-09,496709781.2668
2021-11-10,546639469.63308
2021-11-11,579876905.55631
2021-11-12,579752892.66576
2021-11-13,605606471.97309
2021-11-14,669926326.23307
2021-11-15,693507823.04893
